ISIN,Ticker Symbol,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,Name
US88160R1014,TSLA,1,1.34163,,360.33,,,,,,,,EOF404135190,,483.43,09/01/2020,15:43:00,Buy,360.3303444,Consumer Cyclical,Auto Manufacturers,LTC Properties
US88160R1014,TSLA,5,1.34113,8.41,1816.3,,,,,,,,EOF404219194,,487.18,09/01/2020,16:09:00,Sell,363.2608323,Consumer Cyclical,Auto Manufacturers,Trainline
US88160R1014,TSLA,1,1.34148,,364.84,,,,,,,,EOF404227652,,489.43,09/01/2020,16:12:00,Buy,364.8433074,Consumer Cyclical,Auto Manufacturers,Greggs
US88160R1014,TSLA,6,1.34095,16.93,2189.66,,,,,,,,EOF404257463,,489.37,09/01/2020,16:21:00,Sell,364.9427645,Consumer Cyclical,Auto Manufacturers,Trainline
US88160R1014,TSLA,1,1.34058,,364.63,,,,,,,,EOF404261661,,488.82,09/01/2020,16:22:00,Buy,364.6332185,Consumer Cyclical,Auto Manufacturers,Trainline
US88160R1014,TSLA,2,1.34051,,725.09,,,,,,,,EOF404272941,,486,09/01/2020,16:26:00,Buy,362.5485823,Consumer Cyclical,Auto Manufacturers,DocuSign
US88160R1014,TSLA,2,1.33917,,727.18,,,,,,,,EOF404291496,,486.91,09/01/2020,16:32:00,Buy,363.5908809,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,1,1.33862,,362.59,,,,,,,,EOF404302858,,485.37,09/01/2020,16:36:00,Buy,362.5898313,Consumer Cyclical,Auto Manufacturers,Trainline
US88160R1014,TSLA,1,1.33933,,362.07,,,,,,,,EOF404330204,,484.93,09/01/2020,16:45:00,Buy,362.0690942,Consumer Cyclical,Auto Manufacturers,Tesla
US88160R1014,TSLA,2,1.33738,,708.5,,,,,,,,EOF404767077,,473.77,09/01/2020,19:13:00,Buy,354.2523441,Consumer Cyclical,Auto Manufacturers,Tesla
JE00B5TT1872,CEY,60,100,3.4,126.3,,,,,,,,EOF405091973,,210.5,09/02/2020,07:01:00,Sell,2.105,Basic Materials,Gold,Tesla
JE00B5TT1872,CEY,40,100,,83.16,,,,,,,,EOF405216888,,207.9,09/02/2020,07:47:00,Buy,2.079,Basic Materials,Gold,Tesla
JE00BG6L7297,BOO,20,100,,62.54,,,,,,,,EOF405221159,,312.7,09/02/2020,07:49:00,Buy,3.127,Consumer Cyclical,Internet Retail,Tesla
GB00BRJ9BJ26,FEVR,2,100,,42.14,,,,,,,,EOF405221877,,2107,09/02/2020,07:50:00,Buy,21.07,Consumer Defensive,Beverages—Non-Alcoholic,Square
US87663X1028,TTCF,8,1.33125,8.31,118.14,,,,,,,,EOF405907755,,19.66,09/02/2020,13:33:00,Sell,14.76807512,Uncategorised,Uncategorised,Revolution Bars Group
US0378331005,AAPL,1,1.33113,,101.3,,,,,,,,EOF405936600,,134.84,09/02/2020,13:34:00,Buy,101.2973939,Technology,Consumer Electronics,Nvidia
US0378331005,AAPL,2,1.33143,7.6,202.67,,,,,,,,EOF405948086,,134.92,09/02/2020,13:34:00,Sell,101.3346552,Technology,Consumer Electronics,Square
US0378331005,AAPL,2,1.33149,,201.28,,,,,,,,EOF406051086,,134,09/02/2020,13:39:00,Buy,100.6391336,Technology,Consumer Electronics,Realty Income
US88160R1014,TSLA,1,1.3315,,343.85,,,,,,,,EOF406071968,,457.83,09/02/2020,13:40:00,Buy,343.8452873,Consumer Cyclical,Auto Manufacturers,LTC Properties
US88160R1014,TSLA,2,1.33201,,695.19,,,,,,,,EOF406111942,,463,09/02/2020,13:43:00,Buy,347.594988,Consumer Cyclical,Auto Manufacturers,Tesla
US87663X1028,TTCF,3,1.33095,,43.95,,,,,,,,EOF406247345,,19.5,09/02/2020,13:53:00,Buy,14.651189,Uncategorised,Uncategorised,Tesla
US83088V1026,WORK,5,1.33071,15.96,127,,,,,,,,EOF406270661,,33.8,09/02/2020,13:55:00,Sell,25.39997445,Technology,Software—Application,Tesla
US87663X1028,TTCF,3,1.33047,-1.33,42.62,,,,,,,,EOF406308975,,18.9,09/02/2020,13:57:00,Sell,14.20550632,Uncategorised,Uncategorised,Tesla
US67066G1040,NVDA,0.25,1.33153,3.57,106.42,,,,,,,,EOF406444725,,566.8,09/02/2020,14:07:00,Sell,425.6757264,Technology,Semiconductors,Tesla
US0378331005,AAPL,3,1.3301,-2.08,296.73,,,,,,,,EOF406731525,,131.56,09/02/2020,14:39:00,Sell,98.9098564,Technology,Consumer Electronics,Tesla
US90353T1007,UBER,5,1.32988,11.38,127.34,,,,,,,,EOF406745019,,33.87,09/02/2020,14:41:00,Sell,25.46846332,Technology,Software—Application,Tesla
US2786421030,EBAY,12,1.33025,5.94,492.54,,,,,,,,EOF406750061,,54.6,09/02/2020,14:41:00,Sell,41.04491637,Consumer Cyclical,Internet Retail,Tesla
JE00B5TT1872,CEY,77,100,-3.1,155.85,,,,,,,,EOF406785496,,202.4,09/02/2020,14:47:00,Sell,2.024,Basic Materials,Gold,Tesla
GB00BZBX0P70,GYM,66,100,,100.69,,,,,0.5,,,EOF406883287,,151.8,09/02/2020,15:04:00,Buy,1.518,Consumer Cyclical,Leisure,Tesla
US88160R1014,TSLA,8,1.33008,-193.09,2666.31,,,,,,,,EOF406897538,,443.3,09/02/2020,15:07:00,Sell,333.2882233,Consumer Cyclical,Auto Manufacturers,Centamin
US88160R1014,TSLA,4,1.32997,-104.77,1324.93,,,,,,,,EOF406905870,,440.53,09/02/2020,15:08:00,Sell,331.2330353,Consumer Cyclical,Auto Manufacturers,Centamin
US2561631068,DOCU,2,1.33021,,394.82,,,,,,,,EOF406926018,,262.6,09/02/2020,15:12:00,Buy,197.4124386,Technology,Software—Application,boohoo
US88160R1014,TSLA,1,1.33262,,333.78,,,,,,,,EOF407398421,,444.8,09/02/2020,16:47:00,Buy,333.7785715,Consumer Cyclical,Auto Manufacturers,Fevertree
NL0000235190,AIR,2,1.12593,3.07,131.45,,,,,,,,EOF408179126,,74,09/03/2020,07:09:00,Sell,65.7234464,Industrials,Aerospace & Defense,Tattooed Chef
GB00B1KJJ408,WTB,38.079,100,13,977.11,,,,,,,,EOF408403168,,2566,09/03/2020,09:01:00,Sell,25.66,Consumer Cyclical,Restaurants,Apple
GB00BZBX0P70,GYM,100,100,,152.96,,,,,0.76,,,EOF408411739,,152.2,09/03/2020,09:07:00,Buy,1.522,Consumer Cyclical,Leisure,Apple
GB00BRJ9BJ26,FEVR,17,100,2.13,358.02,,,,,,,,EOF408476666,,2106,09/03/2020,09:48:00,Sell,21.06,Consumer Defensive,Beverages—Non-Alcoholic,Apple
JE00B5TT1872,CEY,50,100,,101.55,,,,,,,,EOF408912576,,203.1,09/03/2020,13:32:00,Buy,2.031,Basic Materials,Gold,Tesla
US88160R1014,TSLA,1,1.32812,,315.48,,,,,,,,EOF408964038,,418.99,09/03/2020,13:34:00,Buy,315.4760112,Consumer Cyclical,Auto Manufacturers,Tesla
US87663X1028,TTCF,3,1.32789,,50.47,,,,,,,,EOF409006188,,22.34,09/03/2020,13:35:00,Buy,16.82368268,Uncategorised,Uncategorised,Tattooed Chef
US2561631068,DOCU,2,1.32751,-33.2,361.61,,,,,,0.01,,EOF409417658,,240.03,09/03/2020,14:17:00,Sell,180.8121973,Technology,Software—Application,Slack
US08862E1091,BYND,1,1.3275,1.55,103.95,,,,,,,,EOF409610201,,138,09/03/2020,14:40:00,Sell,103.9548023,Consumer Defensive,Packaged Foods,Tattooed Chef
US88160R1014,TSLA,1,1.32743,,311.41,,,,,,,,EOF409630263,,413.37,09/03/2020,14:42:00,Buy,311.4062512,Consumer Cyclical,Auto Manufacturers,Nvidia
US87663X1028,TTCF,7,1.32445,,111.89,,,,,,,,EOF409966925,,21.17,09/03/2020,15:21:00,Buy,15.98399336,Uncategorised,Uncategorised,Apple
GB00BRJ9BJ26,FEVR,10,100,,206,,,,,,,,EOF410046786,,2060,09/03/2020,15:28:00,Buy,20.6,Consumer Defensive,Beverages—Non-Alcoholic,Uber Technologies
GB00BRJ9BJ26,FEVR,10,100,,205.9,,,,,,,,EOF410048765,,2059,09/03/2020,15:29:00,Buy,20.59,Consumer Defensive,Beverages—Non-Alcoholic,eBay Inc.
GB00BH3X7Y70,KOD,1000,100,,1.4,,,,,,,,EOF411347123,,0.14,09/04/2020,08:00:00,Buy,0.0014,Basic Materials,Other Industrial Metals & Mining,Centamin
GB00BH3X7Y70,KOD,1000,100,,1.5,,,,,,,,EOF411359046,,0.15,09/04/2020,08:06:00,Buy,0.0015,Basic Materials,Other Industrial Metals & Mining,Gym Group
GB00BH3X7Y70,KOD,1000,100,,1.65,,,,,,,,EOF411366226,,0.17,09/04/2020,08:10:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,Tesla
GB00BH3X7Y70,KOD,1000,100,,1.65,,,,,,,,EOF411367952,,0.17,09/04/2020,08:11:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,Tesla
GB00BH3X7Y70,KOD,2000,100,,3.4,,,,,,,,EOF411371021,,0.17,09/04/2020,08:13:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,DocuSign
GB00BH3X7Y70,KOD,5000,100,,8.5,,,,,,,,EOF411372249,,0.17,09/04/2020,08:14:00,Buy,0.0017,Basic Materials,Other Industrial Metals & Mining,Tesla
GB00BH3X7Y70,KOD,1000,100,,1.55,,,,,,,,EOF411376827,,0.16,09/04/2020,08:16:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,Airbus
GB00BH3X7Y70,KOD,64516.129,100,,100,,,,,,,,EOF411377098,,0.16,09/04/2020,08:16:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,Whitbread
GB00BH3X7Y70,KOD,10000,100,,16,,,,,,,,EOF411387791,,0.16,09/04/2020,08:23:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,Gym Group
GB00BH3X7Y70,KOD,30303,100,,48.48,,,,,,,,EOF411395260,,0.16,09/04/2020,08:28:00,Buy,0.0016,Basic Materials,Other Industrial Metals & Mining,Fevertree
GB00B0130H42,ITM,60,100,,153.6,,,,,,,,EOF411417808,,256,09/04/2020,08:44:00,Buy,2.56,Technology,Electronic Components,Visa
GB00BZBX0P70,GYM,305.6845125,100,4.71,492.15,,,,,,,,EOF411758792,,161,09/04/2020,13:10:00,Sell,1.61,Consumer Cyclical,Leisure,Centamin
US25746U1097,D,0.522507,1.32215,0.14,31.21,,,,,,,,EOF411954311,,78.98,09/04/2020,13:34:00,Sell,59.736036,Utilities,Utilities—Regulated Electric,Tesla
US30303M1027,FB,0.8211123,1.32135,30.93,177.4,,,,,,,,EOF412084144,,285.47,09/04/2020,13:45:00,Sell,216.0441972,Communication Services,Internet Content & Information,Tattooed Chef
US88160R1014,TSLA,0.5,1.32082,,152.86,,,,,,,,EOF412105703,,403.79,09/04/2020,13:47:00,Buy,305.7116034,Consumer Cyclical,Auto Manufacturers,DocuSign
US88160R1014,TSLA,0.5,1.32,,147.26,,,,,,,,EOF412243166,,388.78,09/04/2020,13:59:00,Buy,294.530303,Consumer Cyclical,Auto Manufacturers,Beyond Meat
US87663X1028,TTCF,10,1.32038,-5.36,157,,,,,,,,EOF412355992,,20.73,09/04/2020,14:12:00,Sell,15.70002575,Uncategorised,Uncategorised,Tesla
US57636Q1040,MA,0.2053015,1.32105,1.36,51.36,,,,,,,,EOF413113025,,330.47,09/04/2020,15:35:00,Sell,250.157072,Financial Services,Credit Services,Tattooed Chef
US8522341036,SQ,3,1.32837,,332.68,,,,,,,,EOF413871739,,147.31,09/04/2020,19:25:00,Buy,110.8953078,Technology,Software—Infrastructure,Fevertree
US83088V1026,WORK,5,1.32877,,110.63,,,,,,,,EOF413883198,,29.4,09/04/2020,19:28:00,Buy,22.12572529,Technology,Software—Application,Fevertree
US88160R1014,TSLA,1,1.32849,,320.73,,,,,,,,EOF413886272,,426.09,09/04/2020,19:29:00,Buy,320.732561,Consumer Cyclical,Auto Manufacturers,Kodal Minerals
US30303M1027,FB,1,1.32806,,214.6,,,,,,,,EOF413901749,,285,09/04/2020,19:34:00,Buy,214.598738,Communication Services,Internet Content & Information,Kodal Minerals
US88160R1014,TSLA,5,1.32885,9.02,1590.54,,,,,,,,EOF413943580,,422.72,09/04/2020,19:47:00,Sell,318.1096437,Consumer Cyclical,Auto Manufacturers,Kodal Minerals
US31188V1008,FSLY,2,1.32834,,122.29,,,,,,,,EOF413965736,,81.22,09/04/2020,19:54:00,Buy,61.14398422,Technology,Software—Application,Kodal Minerals
US88160R1014,TSLA,1,1.32837,,316.93,,,,,,,,EOF413965934,,421,09/04/2020,19:54:00,Buy,316.9297711,Consumer Cyclical,Auto Manufacturers,Kodal Minerals
US2561631068,DOCU,1,1.32826,,163.13,,,,,,,,EOF413969594,,216.68,09/04/2020,19:55:00,Buy,163.1307124,Technology,Software—Application,Kodal Minerals
US5949181045,MSFT,2,1.3282,,323.43,,,,,,,,EOF413971236,,214.79,09/04/2020,19:56:00,Buy,161.7151031,Technology,Software—Infrastructure,Kodal Minerals
US83088V1026,WORK,2,1.32816,,43.88,,,,,,,,EOF413972688,,29.14,09/04/2020,19:56:00,Buy,21.9401277,Technology,Software—Application,Kodal Minerals
US88160R1014,TSLA,1,1.32805,,315.5,,,,,,,,EOF413985738,,419,09/04/2020,19:59:00,Buy,315.5001694,Consumer Cyclical,Auto Manufacturers,Kodal Minerals
GB00BRJ9BJ26,FEVR,20,100,15.7,427.6,,,,,,,,EOF414694166,,2138,09/07/2020,09:31:00,Sell,21.38,Consumer Defensive,Beverages—Non-Alcoholic,Kodal Minerals
GB00BH3X7Y70,KOD,90909.0909,100,,100,,,,,,,,EOF414722489,,0.11,09/07/2020,10:00:00,Buy,0.0011,Basic Materials,Other Industrial Metals & Mining,ITM Power
GB00B0130H42,ITM,60.5416982,100,4.38,159.53,,,,,,,,EOF414936085,,263.5,09/07/2020,13:25:00,Sell,2.635,Technology,Electronic Components,Gym Group
US23804L1035,DDOG,2,1.30405,,122.74,,,,,,,,EOF417003338,,80.03,09/08/2020,14:43:00,Buy,61.37034623,Technology,Software—Application,Dominion Energy
US2561631068,DOCU,1,1.30395,-2.82,160.31,,,,,,,,EOF417008894,,209.03,09/08/2020,14:44:00,Sell,160.3052264,Technology,Software—Application,Facebook
US92766K1060,SPCE,4,1.30339,,51.59,,,,,,,,EOF417040855,,16.81,09/08/2020,14:48:00,Buy,12.89713746,Industrials,Aerospace & Defense,Tesla
US92766K1060,SPCE,4,1.30278,,52.63,,,,,,,,EOF417173840,,17.14,09/08/2020,15:06:00,Buy,13.15648076,Industrials,Aerospace & Defense,Tesla
US92766K1060,SPCE,15,1.3015,3.66,205.03,,,,,,,,EOF417862145,,17.79,09/08/2020,17:58:00,Sell,13.66884364,Industrials,Aerospace & Defense,Tattooed Chef
IE00BK5BZY66,2TSL,3,100,,312.24,,,,,,,,EOF418700773,,10408,09/09/2020,08:06:00,Buy,104.08,Uncategorised,Uncategorised,Mastercard
IE00BK5BZY66,2TSL,3,100,5.19,317.43,,,,,,,,EOF418742725,,10581,09/09/2020,08:28:00,Sell,105.81,Uncategorised,Uncategorised,Square
IE00BK5BZR99,3NVD,3,100,,110.13,,,,,,,,EOF418878559,,3671,09/09/2020,10:07:00,Buy,36.71,Uncategorised,Uncategorised,Slack
IE00BK5BZR99,3NVD,3,100,-1.47,108.66,,,,,,,,EOF418887610,,3622,09/09/2020,10:15:00,Sell,36.22,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,3,100,,303.21,,,,,,,,EOF418964165,,10107,09/09/2020,11:14:00,Buy,101.07,Uncategorised,Uncategorised,Facebook
IE00BK5BZY66,2TSL,3,100,7.98,311.19,,,,,,,,EOF419059356,,10373,09/09/2020,12:25:00,Sell,103.73,Uncategorised,Uncategorised,Tesla
US31188V1008,FSLY,2,1.29915,6.07,128.36,,,,,,,,EOF419363793,,83.38,09/09/2020,13:35:00,Sell,64.18042566,Technology,Software—Application,Fastly
US83088V1026,WORK,4,1.29859,,75.62,,,,,,,,EOF419454122,,24.55,09/09/2020,13:39:00,Buy,18.90512017,Technology,Software—Application,Tesla
US0378331005,AAPL,2,1.29743,,178.4,,,,,,,,EOF419469278,,115.73,09/09/2020,13:40:00,Buy,89.19941731,Technology,Consumer Electronics,DocuSign
US0378331005,AAPL,2,1.30047,-0.22,178.18,,,,,,,,EOF419659409,,115.86,09/09/2020,13:57:00,Sell,89.09086715,Technology,Consumer Electronics,Microsoft
US23804L1035,DDOG,2,1.30065,0.57,123.31,,,,,,,,EOF419675733,,80.19,09/09/2020,13:59:00,Sell,61.65378849,Technology,Software—Application,Slack
US87663X1028,TTCF,10,1.30129,,197.57,,,,,,,,EOF420355422,,25.71,09/09/2020,15:43:00,Buy,19.75731774,Uncategorised,Uncategorised,Tesla
US23804L1035,DDOG,2,1.29907,,126.04,,,,,,,,EOF420751644,,81.87,09/09/2020,18:07:00,Buy,63.02200805,Technology,Software—Application,Fevertree
US2561631068,DOCU,2,1.29904,,320.91,,,,,,,,EOF420754291,,208.44,09/09/2020,18:09:00,Buy,160.4569528,Technology,Software—Application,Kodal Minerals
US2561631068,DOCU,2,1.29925,2.35,323.25,,,,,,0.01,,EOF420839134,,210,09/09/2020,18:46:00,Sell,161.6317106,Technology,Software—Application,ITM Power
US09354A1007,BLNK,9,1.30086,,45.8,,,,,,,,EOF421030519,,6.62,09/09/2020,19:53:00,Buy,5.088941162,Consumer Cyclical,Specialty Retail,Datadog
US98980G1022,ZS,1,1.301,,103.92,,,,,,,,EOF421041127,,135.2,09/09/2020,19:56:00,Buy,103.9200615,Technology,Software—Infrastructure,DocuSign
US2561631068,DOCU,1,1.30083,,163.23,,,,,,,,EOF421042656,,212.33,09/09/2020,19:56:00,Buy,163.2265554,Technology,Software—Application,Virgin Galactic
US83088V1026,WORK,11,1.30072,,214.63,,,,,,,,EOF421044684,,25.38,09/09/2020,19:56:00,Buy,19.51227013,Technology,Software—Application,Virgin Galactic
US31188V1008,FSLY,3,1.30063,,194.4,,,,,,,,EOF421046818,,84.28,09/09/2020,19:57:00,Buy,64.79936646,Technology,Software—Application,Virgin Galactic
US88160R1014,TSLA,2,1.30056,,566.21,,,,,,,,EOF421048012,,368.2,09/09/2020,19:57:00,Buy,283.1088147,Consumer Cyclical,Auto Manufacturers,2x Tesla
US0378331005,AAPL,4,1.30038,,361.46,,,,,,,,EOF421051252,,117.51,09/09/2020,19:58:00,Buy,90.36589305,Technology,Consumer Electronics,2x Tesla
US8522341036,SQ,5,1.30013,,555.75,,,,,,,,EOF421055995,,144.51,09/09/2020,19:59:00,Buy,111.1504234,Technology,Software—Infrastructure,3x Nvidia
IE00BK5BZY66,2TSL,3,100,,356.58,,,,,,,,EOF421292752,,11886,09/10/2020,07:11:00,Buy,118.86,Uncategorised,Uncategorised,3x Nvidia
IE00BK5BZR99,3NVD,5,100,,197.2,,,,,,,,EOF421301222,,3944,09/10/2020,07:15:00,Buy,39.44,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZR99,3NVD,2,100,,75.78,,,,,,,,EOF421473611,,3789,09/10/2020,09:06:00,Buy,37.89,Uncategorised,Uncategorised,2x Tesla
JE00B5TT1872,CEY,50,100,1.7,103.25,,,,,,,,EOF421474847,,206.5,09/10/2020,09:07:00,Sell,2.065,Basic Materials,Gold,Fastly
IE00BK5BZY66,2TSL,3,100,7.68,364.26,,,,,,,,EOF421649920,,12142,09/10/2020,11:41:00,Sell,121.42,Uncategorised,Uncategorised,Slack
IE00BK5BZR99,3NVD,7,100,3.45,276.43,,,,,,,,EOF421670729,,3949,09/10/2020,11:56:00,Sell,39.49,Uncategorised,Uncategorised,Apple
US23804L1035,DDOG,2,1.295,2.61,128.65,,,,,,,,EOF422050404,,83.3,09/10/2020,13:37:00,Sell,64.32432432,Technology,Software—Application,Apple
US0378331005,AAPL,4,1.29486,6.58,368.04,,,,,,,,EOF422059594,,119.14,09/10/2020,13:37:00,Sell,92.00994702,Technology,Consumer Electronics,Datadog
US98980G1022,ZS,1,1.29552,4.14,108.06,,,,,,,,EOF422133959,,140,09/10/2020,13:44:00,Sell,108.0647153,Technology,Software—Infrastructure,Tattooed Chef
US88160R1014,TSLA,1,1.29339,,299.98,,,,,,,,EOF422284668,,388,09/10/2020,14:01:00,Buy,299.9868562,Consumer Cyclical,Auto Manufacturers,Datadog
US0378331005,AAPL,2,1.29351,,184.51,,,,,,,,EOF422289382,,119.33,09/10/2020,14:02:00,Buy,92.25286237,Technology,Consumer Electronics,DocuSign
US62914V1061,NIO,4,1.29405,,57.06,,,,,,,,EOF422296988,,18.46,09/10/2020,14:03:00,Buy,14.26529114,Consumer Cyclical,Auto Manufacturers,DocuSign
US88160R1014,TSLA,5,1.29255,21.32,1519.94,,,,,,,,EOF422421018,,392.92,09/10/2020,14:20:00,Sell,303.9882403,Consumer Cyclical,Auto Manufacturers,Blink Charging
US88160R1014,TSLA,1,1.29255,,303.27,,,,,,,,EOF422446015,,392,09/10/2020,14:24:00,Buy,303.276469,Consumer Cyclical,Auto Manufacturers,Zscaler
US88160R1014,TSLA,4,1.29199,,1228.17,,,,,,,,EOF422516034,,396.7,09/10/2020,14:34:00,Buy,307.0457202,Consumer Cyclical,Auto Manufacturers,DocuSign
US88160R1014,TSLA,1,1.29195,-0.55,305.73,,,,,,0.01,,EOF422524733,,395,09/10/2020,14:35:00,Sell,305.7393862,Consumer Cyclical,Auto Manufacturers,Slack
IE00BK5BZY66,2TSL,1,100,,130.16,,,,,,,,EOF422526117,,13016,09/10/2020,14:36:00,Buy,130.16,Uncategorised,Uncategorised,Fastly
US88160R1014,TSLA,1,1.29176,,306.16,,,,,,,,EOF422528431,,395.49,09/10/2020,14:36:00,Buy,306.1636837,Consumer Cyclical,Auto Manufacturers,Tesla
IE00BK5BZY66,2TSL,1,100,,131.88,,,,,,,,EOF422545964,,13188,09/10/2020,14:39:00,Buy,131.88,Uncategorised,Uncategorised,Apple
US88160R1014,TSLA,5,1.29062,3.3,1534.61,,,,,,,,EOF422564262,,396.12,09/10/2020,14:42:00,Sell,306.9222544,Consumer Cyclical,Auto Manufacturers,Square
IE00BK5BZY66,2TSL,3,100,,393.9,,,,,,,,EOF422567973,,13130,09/10/2020,14:43:00,Buy,131.3,Uncategorised,Uncategorised,2x Tesla
US88160R1014,TSLA,1,1.29011,,306.95,,,,,,,,EOF422568301,,396,09/10/2020,14:43:00,Buy,306.9505701,Consumer Cyclical,Auto Manufacturers,3x Nvidia
US88160R1014,TSLA,3,1.29034,,920.68,,,,,,,,EOF422572089,,396,09/10/2020,14:43:00,Buy,306.8958569,Consumer Cyclical,Auto Manufacturers,3x Nvidia
US31188V1008,FSLY,3,1.28956,3.83,198.23,,,,,,,,EOF422592789,,85.21,09/10/2020,14:46:00,Sell,66.07680139,Technology,Software—Application,Centamin
US2561631068,DOCU,1,1.28946,2.17,165.4,,,,,,,,EOF422599345,,213.28,09/10/2020,14:47:00,Sell,165.4025716,Technology,Software—Application,2x Tesla
US88160R1014,TSLA,3,1.28917,,909.3,,,,,,,,EOF422602488,,390.75,09/10/2020,14:47:00,Buy,303.1019959,Consumer Cyclical,Auto Manufacturers,3x Nvidia
US5949181045,MSFT,2,1.2892,3.67,327.1,,,,,,,,EOF422613055,,210.85,09/10/2020,14:49:00,Sell,163.5510394,Technology,Software—Infrastructure,Datadog
US31188V1008,FSLY,2,1.28623,,131.52,,,,,,,,EOF422672874,,84.58,09/10/2020,14:58:00,Buy,65.75806815,Technology,Software—Application,Apple
US0231351067,AMZN,0.05,1.28668,,128.01,,,,,,,,EOF422683435,,3294.1,09/10/2020,15:00:00,Buy,2560.154817,Consumer Cyclical,Internet Retail,Zscaler
US88160R1014,TSLA,3,1.28558,,896.98,,,,,,,,EOF422699150,,384.38,09/10/2020,15:02:00,Buy,298.9934504,Consumer Cyclical,Auto Manufacturers,Tesla
US0378331005,AAPL,2,1.28809,,181.12,,,,,,,,EOF422725669,,116.65,09/10/2020,15:06:00,Buy,90.56044221,Technology,Consumer Electronics,Apple
US0378331005,AAPL,1,1.28827,,90.52,,,,,,,,EOF422727256,,116.61,09/10/2020,15:06:00,Buy,90.5167395,Technology,Consumer Electronics,NIO Inc
IE00BK5BZY66,2TSL,3,100,,380.13,,,,,,,,EOF422755040,,12671,09/10/2020,15:12:00,Buy,126.71,Uncategorised,Uncategorised,Tesla
US09354A1007,BLNK,10,1.28692,,51.52,,,,,,,,EOF422852773,,6.63,09/10/2020,15:33:00,Buy,5.15183539,Consumer Cyclical,Specialty Retail,Tesla
US30303M1027,FB,0.5,1.28464,,107.5,,,,,,,,EOF422937327,,276.2,09/10/2020,16:00:00,Buy,215.0018682,Communication Services,Internet Content & Information,Tesla
US31188V1008,FSLY,2,1.28203,1.63,133.15,,,,,,,,EOF422969375,,85.35,09/10/2020,16:12:00,Sell,66.57410513,Technology,Software—Application,Tesla
US31188V1008,FSLY,1,1.28206,,66.3,,,,,,,,EOF422985905,,85,09/10/2020,16:17:00,Buy,66.29954916,Technology,Software—Application,2x Tesla
US44852D1081,HUYA,3,1.28533,,61.17,,,,,,,,EOF423180955,,26.21,09/10/2020,17:35:00,Buy,20.39165039,Communication Services,Entertainment,Tesla
US83088V1026,WORK,22,1.28256,1.56,446.32,,,,,,,,EOF423236263,,26.02,09/10/2020,17:58:00,Sell,20.2875499,Technology,Software—Application,2x Tesla
US31188V1008,FSLY,1,1.27978,,65.03,,,,,,,,EOF423453577,,83.22,09/10/2020,19:07:00,Buy,65.02680148,Technology,Software—Application,Tesla
US3695501086,GD,1,1.2793,,112.21,,,,,,,,EOF423461589,,143.55,09/10/2020,19:09:00,Buy,112.2098022,Uncategorised,Uncategorised,2x Tesla
IE00BK5BZY66,2TSL,1,100,,122.94,,,,,,,,EOF423811235,,12294,09/11/2020,07:07:00,Buy,122.94,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,3,100,,369.15,,,,,,,,EOF423812934,,12305,09/11/2020,07:08:00,Buy,123.05,Uncategorised,Uncategorised,Tesla
IE00BK5BZY66,2TSL,2,100,,246.26,,,,,,,,EOF423816255,,12313,09/11/2020,07:09:00,Buy,123.13,Uncategorised,Uncategorised,Fastly
IE00BK5BZY66,2TSL,3,100,,369.18,,,,,,,,EOF423824294,,12306,09/11/2020,07:12:00,Buy,123.06,Uncategorised,Uncategorised,DocuSign
IE00BK5BZY66,2TSL,3,100,,370.35,,,,,,,,EOF423832799,,12345,09/11/2020,07:15:00,Buy,123.45,Uncategorised,Uncategorised,Tesla
JE00B5TT1872,CEY,100,100,,210.8,,,,,,,,EOF423841710,,210.8,09/11/2020,07:22:00,Buy,2.108,Basic Materials,Gold,Microsoft
IE00BK5BZY66,2TSL,4,100,,495.04,,,,,,,,EOF424048672,,12376,09/11/2020,10:12:00,Buy,123.76,Uncategorised,Uncategorised,Fastly
IE00BK5BZY66,2TSL,5,100,,610.7,,,,,,,,EOF424204626,,12214,09/11/2020,12:58:00,Buy,122.14,Uncategorised,Uncategorised,Amazon
IE00BK5BZY66,2TSL,2,100,,244,,,,,,,,EOF424204927,,12200,09/11/2020,12:59:00,Buy,122,Uncategorised,Uncategorised,Tesla
US83088V1026,WORK,5,1.27908,,102.73,,,,,,,,EOF424404824,,26.28,09/11/2020,13:34:00,Buy,20.54601745,Technology,Software—Application,Apple
US4491091074,HYLN,6,1.27976,,220.07,,,,,,,,EOF424583219,,46.94,09/11/2020,13:57:00,Buy,36.67875227,Consumer Cyclical,Auto Parts,Apple
